# subscribed links TSV file

type	HousingKeywords	name	category	cities	isrent	issell	rentline	sellline
type	HousingCity	name	hotrent1	hotrent2	hotrent3	hotsell1	hotsell2	hotsell3	rentnum	tenantnum	sellnum
type	HousingDistrict	city	name	hotrent1	hotrent2	hotrent3	hotsell1	hotsell2	hotsell3	rentnum	tenantnum	sellnum
type	HousingNeighborhood	city	district	name	relatedrent1	relatedrent2	relatedrent3	relatedsell1	relatedsell2	relatedsell3	rentnum	tenantnum	sellnum

type	HousingHotCities	city1	city2	city3	city4	city5	city6	city7	city8	city9	city10	city11	city12	city13	city14

data	HousingHotCities	HHC001	北京	上海	广州	深圳	南京	重庆	天津	沈阳	成都	哈尔滨	苏州	杭州	武汉	青岛

data	HousingKeywords	HK000	房屋信息	出租	HHC001	HK000	HK000	HK000	HK000	房屋	房屋信息	房子	房子信息	看房	住房	找房子
data	HousingKeywords	HK001	租房	出租	HHC001	HK001		HK001		租房	求租	出租	出租房	租赁	租房信息	租屋	短租房	短期租房	房屋出租	出租房屋	房屋租赁	租房网	租房信息网	房屋求租	求租房屋	日租房	出租房源
data	HousingKeywords	HK002	找合租	合租	HHC001			HK002		合租	合租房	找合租	合租房源
data	HousingKeywords	HK003	二手房	出售	HHC001				HK003	二手房	卖房	卖屋	售房	售屋	二手房信息	2手房	2手房信息	找二手房	二手房网	二手房信息网	出售房源	二手房源	二手房房源
data	HousingNeighborhood	HN00877	上海	浦东新区	陆家嘴	HN00294	HN00720	HN00818	HN00294	HN00720	HN01389	23606	2663	61061	上海陆家嘴	上海浦东新区陆家嘴	上海浦东陆家嘴	上海市陆家嘴	上海市浦东新区陆家嘴	上海市浦东陆家嘴	陆家嘴	浦东新区陆家嘴	浦东陆家嘴
data	HousingNeighborhood	HN04627	宁波	海曙区	效实中学							12	2	27	宁波效实中学	宁波海曙区效实中学	宁波海曙效实中学	宁波市效实中学	宁波市海曙区效实中学	宁波市海曙效实中学	效实中学	海曙区效实中学	海曙效实中学
data	HousingNeighborhood	HN06643	深圳	龙岗区	半岛苑	HN05864			HN05864			86	13	914	深圳半岛苑	深圳龙岗半岛苑	深圳龙岗区半岛苑	深圳市半岛苑	深圳市龙岗半岛苑	深圳市龙岗区半岛苑	半岛苑	龙岗半岛苑	龙岗区半岛苑
data	HousingNeighborhood	HN00280	上海	徐汇区	天钥桥路	HN00294	HN00297	HN00272	HN00294	HN00297	HN00326	2699	256	4143	上海天钥桥路	上海徐汇区天钥桥路	上海徐汇天钥桥路	上海市天钥桥路	上海市徐汇区天钥桥路	上海市徐汇天钥桥路	天钥桥路	徐汇区天钥桥路	徐汇天钥桥路
data	HousingNeighborhood	HN00707	上海	浦东新区	黄山始信苑	HN00494	HN00739	HN00756	HN00494	HN00756	HN00739	64	3	473	上海黄山始信苑	上海浦东新区黄山始信苑	上海浦东黄山始信苑	上海市黄山始信苑	上海市浦东新区黄山始信苑	上海市浦东黄山始信苑	黄山始信苑	浦东新区黄山始信苑	浦东黄山始信苑
data	HousingNeighborhood	HN00259	上海	徐汇区	上海植物园	HN00294	HN00324	HN00341	HN00294	HN00341	HN01197	99	40	207	上海上海植物园	上海徐汇区上海植物园	上海徐汇上海植物园	上海市上海植物园	上海市徐汇区上海植物园	上海市徐汇上海植物园	上海植物园	徐汇区上海植物园	徐汇上海植物园
data	HousingNeighborhood	HN04490	天津	河西区	谊城公寓	HN04548	HN04508	HN04495	HN04508	HN04548	HN04495	48	0	311	天津谊城公寓	天津河西谊城公寓	天津河西区谊城公寓	天津市谊城公寓	天津市河西谊城公寓	天津市河西区谊城公寓	谊城公寓	河西谊城公寓	河西区谊城公寓
data	HousingNeighborhood	HN01291	上海	静安区	茂名公寓	HN01305	HN01274	HN01293	HN01305	HN01280	HN01320	106	0	57	上海茂名公寓	上海静安茂名公寓	上海静安区茂名公寓	上海市茂名公寓	上海市静安茂名公寓	上海市静安区茂名公寓	茂名公寓	静安茂名公寓	静安区茂名公寓
data	HousingNeighborhood	HN07312	郑州		群英路	HN07261	HN07243	HN07271	HN07261	HN07271	HN07243	26	4	427	郑州群英路	郑州市群英路	群英路
data	HousingNeighborhood	HN06086	深圳	宝安区	幸福海岸	HN06009	HN06153	HN06079	HN06009	HN06153	HN06079	273	5	1322	深圳幸福海岸	深圳宝安区幸福海岸	深圳宝安幸福海岸	深圳市幸福海岸	深圳市宝安区幸福海岸	深圳市宝安幸福海岸	幸福海岸	宝安区幸福海岸	宝安幸福海岸
data	HousingNeighborhood	HN04906	广州	海珠区	滨江东路	HN04904	HN04808	HN04826	HN04904	HN04808	HN04880	1044	56	1833	广州滨江东路	广州海珠滨江东路	广州海珠区滨江东路	广州市滨江东路	广州市海珠滨江东路	广州市海珠区滨江东路	滨江东路	海珠滨江东路	海珠区滨江东路
data	HousingNeighborhood	HN00305	上海	徐汇区	植物园	HN00294	HN00324	HN00341	HN00294	HN00341	HN01197	2925	287	5846	上海植物园	上海徐汇区植物园	上海徐汇植物园	上海市植物园	上海市徐汇区植物园	上海市徐汇植物园	植物园	徐汇区植物园	徐汇植物园
data	HousingNeighborhood	HN01394	上海	黄浦区	广西北路	HN01383	HN01335	HN01403	HN01383	HN01335	HN01401	139	4	85	上海广西北路	上海黄浦广西北路	上海黄浦区广西北路	上海市广西北路	上海市黄浦广西北路	上海市黄浦区广西北路	广西北路	黄浦广西北路	黄浦区广西北路
data	HousingNeighborhood	HN04257	天津	南开区	红旗南路	HN04255	HN04232	HN04136	HN04255	HN04232	HN04136	3831	42	6982	天津红旗南路	天津南开红旗南路	天津南开区红旗南路	天津市红旗南路	天津市南开红旗南路	天津市南开区红旗南路	红旗南路	南开红旗南路	南开区红旗南路
data	HousingNeighborhood	HN03438	北京	海淀区	蓝靛厂路	HN03335	HN02990	HN03381	HN03335	HN02990	HN03367	47	5	129	北京蓝靛厂路	北京海淀蓝靛厂路	北京海淀区蓝靛厂路	北京市蓝靛厂路	北京市海淀蓝靛厂路	北京市海淀区蓝靛厂路	蓝靛厂路	海淀蓝靛厂路	海淀区蓝靛厂路
data	HousingNeighborhood	HN00852	上海	浦东新区	莲园路	HN00877	HN00104	HN00888	HN00877	HN00104	HN00023	95	45	443	上海莲园路	上海浦东新区莲园路	上海浦东莲园路	上海市莲园路	上海市浦东新区莲园路	上海市浦东莲园路	莲园路	浦东新区莲园路	浦东莲园路
data	HousingNeighborhood	HN06697	温州	鹿城区	荷花公寓	HN06684	HN06683	HN06691	HN06684	HN06683	HN06691	39	6	9	温州荷花公寓	温州鹿城区荷花公寓	温州鹿城荷花公寓	温州市荷花公寓	温州市鹿城区荷花公寓	温州市鹿城荷花公寓	荷花公寓	鹿城区荷花公寓	鹿城荷花公寓
data	HousingNeighborhood	HN05205	成都	金牛区	十八中	HN05112	HN05055	HN05222	HN05055	HN05222	HN05112	60	6	788	成都十八中	成都金牛区十八中	成都金牛十八中	成都市十八中	成都市金牛区十八中	成都市金牛十八中	十八中	金牛区十八中	金牛十八中
data	HousingNeighborhood	HN06448	深圳	福田区	百花一路	HN06673			HN06673			18	0	29	深圳百花一路	深圳福田区百花一路	深圳福田百花一路	深圳市百花一路	深圳市福田区百花一路	深圳市福田百花一路	百花一路	福田区百花一路	福田百花一路
data	HousingNeighborhood	HN03638	北京	西城区	西直门	HN03335	HN03379	HN03424	HN03335	HN03424	HN03379	14949	3104	23150	北京西城区西直门	北京西直门	北京西城西直门	北京市西城区西直门	北京市西直门	北京市西城西直门	西城区西直门	西直门	西城西直门
data	HousingNeighborhood	HN04680	广州	东山区	水荫直街	HN04683	HN04951	HN04681	HN04683	HN04951	HN04684	236	20	38	广州水荫直街	广州东山区水荫直街	广州东山水荫直街	广州市水荫直街	广州市东山区水荫直街	广州市东山水荫直街	水荫直街	东山区水荫直街	东山水荫直街
data	HousingNeighborhood	HN02592	北京	朝阳区	樱花园	HN02861	HN01594	HN03466	HN02861	HN01594	HN03779	458	55	1041	北京樱花园	北京朝阳樱花园	北京朝阳区樱花园	北京市樱花园	北京市朝阳樱花园	北京市朝阳区樱花园	樱花园	朝阳樱花园	朝阳区樱花园
data	HousingNeighborhood	HN00297	上海	徐汇区	斜土路	HN00294	HN01413	HN00280	HN00294	HN00280	HN01413	5192	496	18076	上海斜土路	上海徐汇区斜土路	上海徐汇斜土路	上海市斜土路	上海市徐汇区斜土路	上海市徐汇斜土路	斜土路	徐汇区斜土路	徐汇斜土路
data	HousingNeighborhood	HN06653	深圳	龙岗区	怡康家园	HN06673	HN06037	HN06656	HN06673	HN06656	HN06646	125	50	498	深圳怡康家园	深圳龙岗怡康家园	深圳龙岗区怡康家园	深圳市怡康家园	深圳市龙岗怡康家园	深圳市龙岗区怡康家园	怡康家园	龙岗怡康家园	龙岗区怡康家园
data	HousingNeighborhood	HN02120	北京	昌平区	八仙别墅	HN02899	HN02793	HN02471	HN02899	HN02793	HN02471	47	1	838	北京八仙别墅	北京昌平区八仙别墅	北京昌平八仙别墅	北京市八仙别墅	北京市昌平区八仙别墅	北京市昌平八仙别墅	八仙别墅	昌平区八仙别墅	昌平八仙别墅
data	HousingNeighborhood	HN06259	深圳	福田区	投资大厦	HN06673	HN06429	HN06359	HN06673	HN06429	HN06277	115	4	16	深圳投资大厦	深圳福田区投资大厦	深圳福田投资大厦	深圳市投资大厦	深圳市福田区投资大厦	深圳市福田投资大厦	投资大厦	福田区投资大厦	福田投资大厦
data	HousingNeighborhood	HN01043	上海	长宁区	芙蓉江路	HN01004	HN01050	HN01019	HN01004	HN01050	HN01019	515	28	1385	上海芙蓉江路	上海长宁区芙蓉江路	上海长宁芙蓉江路	上海市芙蓉江路	上海市长宁区芙蓉江路	上海市长宁芙蓉江路	芙蓉江路	长宁区芙蓉江路	长宁芙蓉江路
data	HousingNeighborhood	HN02377	北京	朝阳区	华腾园	HN02842	HN02830	HN02809	HN02842	HN02809	HN02830	1711	581	3842	北京华腾园	北京朝阳华腾园	北京朝阳区华腾园	北京市华腾园	北京市朝阳华腾园	北京市朝阳区华腾园	华腾园	朝阳华腾园	朝阳区华腾园
data	HousingNeighborhood	HN04761	广州	天河区	东圃大马路	HN04683	HN04762	HN04766	HN04683	HN04766	HN04960	1278	23	880	广州东圃大马路	广州天河区东圃大马路	广州天河东圃大马路	广州市东圃大马路	广州市天河区东圃大马路	广州市天河东圃大马路	东圃大马路	天河区东圃大马路	天河东圃大马路
data	HousingNeighborhood	HN06443	深圳	福田区	泰然九路	HN06673	HN06037	HN06137	HN06673	HN06137	HN06037	375	1	43	深圳泰然九路	深圳福田区泰然九路	深圳福田泰然九路	深圳市泰然九路	深圳市福田区泰然九路	深圳市福田泰然九路	泰然九路	福田区泰然九路	福田泰然九路
data	HousingNeighborhood	HN00100	上海	奉贤区	建国	HN00294	HN01410	HN01413	HN00294	HN00064	HN01410	137	9	347	上海建国	上海奉贤建国	上海奉贤区建国	上海市建国	上海市奉贤建国	上海市奉贤区建国	建国	奉贤建国	奉贤区建国
data	HousingNeighborhood	HN06016	深圳	南山区	后海大道	HN06673	HN06181	HN06050	HN06050	HN06673	HN06181	4117	106	2369	深圳后海大道	深圳南山区后海大道	深圳南山后海大道	深圳市后海大道	深圳市南山区后海大道	深圳市南山后海大道	后海大道	南山区后海大道	南山后海大道
data	HousingNeighborhood	HN06338	深圳	福田区	福建大厦	HN06673	HN06429	HN06479	HN06673	HN06429	HN06479	373	2	11	深圳福建大厦	深圳福田区福建大厦	深圳福田福建大厦	深圳市福建大厦	深圳市福田区福建大厦	深圳市福田福建大厦	福建大厦	福田区福建大厦	福田福建大厦
data	HousingNeighborhood	HN00334	上海	徐汇区	辛耕路	HN00294	HN00280	HN00326	HN00294	HN00341	HN00280	386	9	815	上海辛耕路	上海徐汇区辛耕路	上海徐汇辛耕路	上海市辛耕路	上海市徐汇区辛耕路	上海市徐汇辛耕路	辛耕路	徐汇区辛耕路	徐汇辛耕路
data	HousingNeighborhood	HN04893	广州	海珠区	新港西路	HN04904	HN04683	HN04888	HN04904	HN04888	HN04683	1598	28	980	广州新港西路	广州海珠新港西路	广州海珠区新港西路	广州市新港西路	广州市海珠新港西路	广州市海珠区新港西路	新港西路	海珠新港西路	海珠区新港西路
data	HousingNeighborhood	HN06212	深圳	福田区	华联大厦	HN06673	HN06037	HN06445	HN06673	HN06037	HN06485	109	3	9	深圳华联大厦	深圳福田区华联大厦	深圳福田华联大厦	深圳市华联大厦	深圳市福田区华联大厦	深圳市福田华联大厦	华联大厦	福田区华联大厦	福田华联大厦
data	HousingNeighborhood	HN04611	宁波	江东区	兴宁路							156	18	138	宁波兴宁路	宁波江东兴宁路	宁波江东区兴宁路	宁波市兴宁路	宁波市江东兴宁路	宁波市江东区兴宁路	兴宁路	江东兴宁路	江东区兴宁路
data	HousingNeighborhood	HN03119	北京	海淀区	定慧东里	HN03424	HN03342	HN03381	HN03424	HN03342	HN03381	288	35	256	北京定慧东里	北京海淀定慧东里	北京海淀区定慧东里	北京市定慧东里	北京市海淀定慧东里	北京市海淀区定慧东里	定慧东里	海淀定慧东里	海淀区定慧东里
data	HousingNeighborhood	HN01720	北京	丰台区	正阳北里	HN03460	HN01714	HN01643	HN03460	HN01714	HN01643	8	2	62	北京正阳北里	北京丰台正阳北里	北京丰台区正阳北里	北京市正阳北里	北京市丰台正阳北里	北京市丰台区正阳北里	正阳北里	丰台正阳北里	丰台区正阳北里
data	HousingNeighborhood	HN04772	广州	天河区	体育东路	HN04789	HN04929	HN04792	HN04789	HN04792	HN04929	1137	30	517	广州体育东路	广州天河区体育东路	广州天河体育东路	广州市体育东路	广州市天河区体育东路	广州市天河体育东路	体育东路	天河区体育东路	天河体育东路
data	HousingNeighborhood	HN00241	上海	徐汇区	迎春园	HN01155	HN00330		HN01155	HN00330		98	3	212	上海迎春园	上海徐汇区迎春园	上海徐汇迎春园	上海市迎春园	上海市徐汇区迎春园	上海市徐汇迎春园	迎春园	徐汇区迎春园	徐汇迎春园
data	HousingNeighborhood	HN06494	深圳	罗湖区	华景园别墅	HN06631	HN06595		HN06631	HN06595		13	0	70	深圳罗湖区华景园别墅	深圳华景园别墅	深圳罗湖华景园别墅	深圳市罗湖区华景园别墅	深圳市华景园别墅	深圳市罗湖华景园别墅	罗湖区华景园别墅	华景园别墅	罗湖华景园别墅
data	HousingNeighborhood	HN01217	上海	闸北区	上海马戏城	HN00294	HN01224	HN00079	HN00294	HN01224	HN01234	73	119	171	上海上海马戏城	上海闸北上海马戏城	上海闸北区上海马戏城	上海市上海马戏城	上海市闸北上海马戏城	上海市闸北区上海马戏城	上海马戏城	闸北上海马戏城	闸北区上海马戏城
data	HousingNeighborhood	HN01013	上海	长宁区	华阳路	HN01004	HN01050	HN01035	HN01004	HN01050	HN01302	133	12	137	上海华阳路	上海长宁区华阳路	上海长宁华阳路	上海市华阳路	上海市长宁区华阳路	上海市长宁华阳路	长宁区华阳路	长宁华阳路
data	HousingNeighborhood	HN07189	西安	莲湖区	丰庆路	HN07182	HN07191	HN07218	HN07214	HN07191	HN07182	1209	47	384	西安丰庆路	西安莲湖丰庆路	西安莲湖区丰庆路	西安市丰庆路	西安市莲湖丰庆路	西安市莲湖区丰庆路	莲湖丰庆路	莲湖区丰庆路
data	HousingNeighborhood	HN01971	北京	宣武区	前门	HN02842	HN03335	HN02070	HN03335	HN02842	HN02070	1098	129	1227	北京前门	北京宣武区前门	北京宣武前门	北京市前门	北京市宣武区前门	北京市宣武前门	前门	宣武区前门	宣武前门
data	HousingNeighborhood	HN01339	上海	黄浦区	华盛大公馆	HN01302	HN01304	HN01313	HN01302	HN01304	HN01313	64	4	239	上海华盛大公馆	上海黄浦华盛大公馆	上海黄浦区华盛大公馆	上海市华盛大公馆	上海市黄浦华盛大公馆	上海市黄浦区华盛大公馆	华盛大公馆	黄浦华盛大公馆	黄浦区华盛大公馆
data	HousingNeighborhood	HN04792	广州	天河区	天河城	HN04904	HN04788	HN04789	HN04788	HN04904	HN04789	2657	166	1171	广州天河城	广州天河区天河城	广州天河天河城	广州市天河城	广州市天河区天河城	广州市天河天河城	天河城	天河区天河城	天河天河城
data	HousingNeighborhood	HN05655	武汉		前进一路	HN05644	HN05689		HN05644	HN05689		257	1	370	武汉前进一路	武汉市前进一路
data	HousingNeighborhood	HN02159	北京	昌平区	温泉花园	HN02793	HN02471	HN03439	HN02793	HN02471	HN03439	765	20	4058	北京温泉花园	北京昌平区温泉花园	北京昌平温泉花园	北京市温泉花园	北京市昌平区温泉花园	北京市昌平温泉花园	温泉花园	昌平区温泉花园	昌平温泉花园
data	HousingNeighborhood	HN02364	北京	朝阳区	华严北里	HN03335	HN02793	HN03379	HN02793	HN03335	HN02861	1084	619	968	北京华严北里	北京朝阳华严北里	北京朝阳区华严北里	北京市华严北里	北京市朝阳华严北里	北京市朝阳区华严北里	华严北里	朝阳华严北里	朝阳区华严北里
data	HousingNeighborhood	HN07427	长沙	天心区	友谊路	HN07452	HN07444		HN07452	HN07444		50	4	297	长沙友谊路	长沙天心区友谊路	长沙天心友谊路	长沙市友谊路	长沙市天心区友谊路	长沙市天心友谊路	天心区友谊路	天心友谊路
data	HousingNeighborhood	HN07302	郑州		纬五路	HN07314	HN07318	HN07306	HN07314	HN07306	HN07318	645	20	887	郑州纬五路	郑州市纬五路	纬五路
data	HousingNeighborhood	HN07315	郑州		英协路	HN07318	HN07265	HN07317	HN07318	HN07265	HN07317	239	4	1330	郑州英协路	郑州市英协路	英协路
data	HousingNeighborhood	HN00964	上海	长宁区	凯旋都市花园	HN01029	HN01027	HN01009	HN01029	HN01051	HN01027	35	0	264	上海凯旋都市花园	上海长宁区凯旋都市花园	上海长宁凯旋都市花园	上海市凯旋都市花园	上海市长宁区凯旋都市花园	上海市长宁凯旋都市花园	凯旋都市花园	长宁区凯旋都市花园	长宁凯旋都市花园
data	HousingNeighborhood	HN04656	广州	东山区	东山广场	HN04684	HN04677	HN04676	HN04684	HN04677	HN04883	55	1	8	广州东山广场	广州东山区东山广场	广州东山东山广场	广州市东山广场	广州市东山区东山广场	广州市东山东山广场	东山广场	东山区东山广场	东山东山广场
data	HousingNeighborhood	HN06820	石家庄		建国小区	HN06850			HN06850			29	13	150	石家庄建国小区	石家庄市建国小区	建国小区
data	HousingNeighborhood	HN04679	广州	东山区	恒福路	HN04683	HN04966	HN04684	HN04683	HN04966	HN04684	150	12	244	广州恒福路	广州东山区恒福路	广州东山恒福路	广州市恒福路	广州市东山区恒福路	广州市东山恒福路	恒福路	东山区恒福路	东山恒福路
data	HousingNeighborhood	HN01754	北京	丰台区	蒲安北里	HN01819	HN01837	HN02066	HN01819	HN01837	HN02066	67	11	61	北京蒲安北里	北京丰台蒲安北里	北京丰台区蒲安北里	北京市蒲安北里	北京市丰台蒲安北里	北京市丰台区蒲安北里	蒲安北里	丰台蒲安北里	丰台区蒲安北里
data	HousingNeighborhood	HN03520	北京	石景山区	杨庄路	HN02842	HN03624	HN02627	HN02842	HN03624	HN03512	37	22	117	北京杨庄路	北京石景山杨庄路	北京石景山区杨庄路	北京市杨庄路	北京市石景山杨庄路	北京市石景山区杨庄路	杨庄路	石景山杨庄路	石景山区杨庄路
data	HousingNeighborhood	HN01405	上海	黄浦区	淮海东路	HN00294	HN00877	HN00309	HN00877	HN00294	HN01389	195	121	163	上海淮海东路	上海黄浦淮海东路	上海黄浦区淮海东路	上海市淮海东路	上海市黄浦淮海东路	上海市黄浦区淮海东路	淮海东路	黄浦淮海东路	黄浦区淮海东路
