# subscribed links TSV file

type	HousingKeywords	name	category	cities	isrent	issell	rentline	sellline
type	HousingCity	name	hotrent1	hotrent2	hotrent3	hotsell1	hotsell2	hotsell3	rentnum	tenantnum	sellnum
type	HousingDistrict	city	name	hotrent1	hotrent2	hotrent3	hotsell1	hotsell2	hotsell3	rentnum	tenantnum	sellnum
type	HousingNeighborhood	city	district	name	relatedrent1	relatedrent2	relatedrent3	relatedsell1	relatedsell2	relatedsell3	rentnum	tenantnum	sellnum

type	HousingHotCities	city1	city2	city3	city4	city5	city6	city7	city8	city9	city10	city11	city12	city13	city14

data	HousingHotCities	HHC001	北京	上海	广州	深圳	南京	重庆	天津	沈阳	成都	哈尔滨	苏州	杭州	武汉	青岛

data	HousingKeywords	HK000	房屋信息	出租	HHC001	HK000	HK000	HK000	HK000	房屋	房屋信息	房子	房子信息	看房	住房	找房子
data	HousingKeywords	HK001	租房	出租	HHC001	HK001		HK001		租房	求租	出租	出租房	租赁	租房信息	租屋	短租房	短期租房	房屋出租	出租房屋	房屋租赁	租房网	租房信息网	房屋求租	求租房屋	日租房	出租房源
data	HousingKeywords	HK002	找合租	合租	HHC001			HK002		合租	合租房	找合租	合租房源
data	HousingKeywords	HK003	二手房	出售	HHC001				HK003	二手房	卖房	卖屋	售房	售屋	二手房信息	2手房	2手房信息	找二手房	二手房网	二手房信息网	出售房源	二手房源	二手房房源
data	HousingNeighborhood	HN04896	广州	海珠区	晓港公园	HN04904	HN04893	HN04906	HN04904	HN04906	HN04893	41	6	56	广州晓港公园	广州海珠晓港公园	广州海珠区晓港公园	广州市晓港公园	广州市海珠晓港公园	广州市海珠区晓港公园	晓港公园	海珠晓港公园	海珠区晓港公园
data	HousingNeighborhood	HN01900	北京	大兴区	南苑路	HN01819	HN01850	HN01826	HN01819	HN01909	HN01850	31	3	188	北京南苑路	北京大兴南苑路	北京大兴区南苑路	北京市南苑路	北京市大兴南苑路	北京市大兴区南苑路	南苑路	大兴南苑路	大兴区南苑路
data	HousingNeighborhood	HN03146	北京	海淀区	恒兴大厦	HN03335	HN03338	HN03421	HN03335	HN03439	HN03379	49	27	69	北京恒兴大厦	北京海淀恒兴大厦	北京海淀区恒兴大厦	北京市恒兴大厦	北京市海淀恒兴大厦	北京市海淀区恒兴大厦	恒兴大厦	海淀恒兴大厦	海淀区恒兴大厦
data	HousingNeighborhood	HN00093	上海	奉贤区	名仕苑	HN00294	HN00329	HN00290	HN00294	HN00329	HN00010	166	0	565	上海名仕苑	上海奉贤名仕苑	上海奉贤区名仕苑	上海市名仕苑	上海市奉贤名仕苑	上海市奉贤区名仕苑	名仕苑	奉贤名仕苑	奉贤区名仕苑
data	HousingNeighborhood	HN03673	北京	通州区	新华联锦园	HN02842	HN02904	HN03737	HN02842	HN02904	HN03737	117	103	476	北京新华联锦园	北京通州新华联锦园	北京通州区新华联锦园	北京市新华联锦园	北京市通州新华联锦园	北京市通州区新华联锦园	新华联锦园	通州新华联锦园	通州区新华联锦园
data	HousingNeighborhood	HN06286	深圳	福田区	景龙小学	HN06673	HN06481	HN06477	HN06673	HN06481	HN06477	96	1	233	深圳景龙小学	深圳福田区景龙小学	深圳福田景龙小学	深圳市景龙小学	深圳市福田区景龙小学	深圳市福田景龙小学	景龙小学	福田区景龙小学	福田景龙小学
data	HousingNeighborhood	HN01520	北京	东城区	华普花园	HN02842	HN01583	HN01609	HN02842	HN01583	HN01609	107	1	8	北京东城区华普花园	北京华普花园	北京东城华普花园	北京市东城区华普花园	北京市华普花园	北京市东城华普花园	东城区华普花园	华普花园	东城华普花园
data	HousingNeighborhood	HN04996	广州	花都区	龙口	HN04789	HN04822	HN04794	HN04789	HN04822	HN04821	998	95	883	广州龙口	广州花都区龙口	广州花都龙口	广州市龙口	广州市花都区龙口	广州市花都龙口	龙口	花都区龙口	花都龙口
data	HousingNeighborhood	HN02391	北京	朝阳区	南湖西园	HN02899	HN02943	HN02387	HN02899	HN02943	HN02464	134	55	203	北京南湖西园	北京朝阳南湖西园	北京朝阳区南湖西园	北京市南湖西园	北京市朝阳南湖西园	北京市朝阳区南湖西园	南湖西园	朝阳南湖西园	朝阳区南湖西园
data	HousingNeighborhood	HN06618	深圳	罗湖区	深圳水库	HN06580	HN06627	HN06545	HN06580	HN06627	HN06507	30	8	23	深圳罗湖区深圳水库	深圳深圳水库	深圳罗湖深圳水库	深圳市罗湖区深圳水库	深圳市深圳水库	深圳市罗湖深圳水库	罗湖区深圳水库	深圳水库	罗湖深圳水库
data	HousingNeighborhood	HN03666	北京	通州区	幸福艺居	HN02842	HN03719	HN03705	HN02842	HN03719	HN03705	32	59	370	北京幸福艺居	北京通州幸福艺居	北京通州区幸福艺居	北京市幸福艺居	北京市通州幸福艺居	北京市通州区幸福艺居	幸福艺居	通州幸福艺居	通州区幸福艺居
data	HousingNeighborhood	HN03882	南京	鼓楼区	华阳佳园	HN03942	HN03910	HN03930	HN03942	HN03910	HN03930	284	10	163	南京华阳佳园	南京鼓楼华阳佳园	南京鼓楼区华阳佳园	南京市华阳佳园	南京市鼓楼华阳佳园	南京市鼓楼区华阳佳园	华阳佳园	鼓楼华阳佳园	鼓楼区华阳佳园
data	HousingNeighborhood	HN05304	杭州	上城区	平海路	HN05557	HN05473	HN05375	HN05473	HN05557	HN05375	157	3	148	杭州平海路	杭州上城区平海路	杭州上城平海路	杭州市平海路	杭州市上城区平海路	杭州市上城平海路	平海路	上城区平海路	上城平海路
data	HousingNeighborhood	HN01047	上海	长宁区	虹古路	HN01007	HN01015	HN01020	HN01015	HN01007	HN01033	490	34	697	上海虹古路	上海长宁区虹古路	上海长宁虹古路	上海市虹古路	上海市长宁区虹古路	上海市长宁虹古路	虹古路	长宁区虹古路	长宁虹古路
data	HousingNeighborhood	HN06180	深圳	盐田区	好时光公寓	HN06584			HN06584			244	6	9	深圳好时光公寓	深圳盐田好时光公寓	深圳盐田区好时光公寓	深圳市好时光公寓	深圳市盐田好时光公寓	深圳市盐田区好时光公寓	好时光公寓	盐田好时光公寓	盐田区好时光公寓
data	HousingNeighborhood	HN06879	石家庄		谈固南大街	HN06884	HN06866	HN06833	HN06866	HN06833	HN06884	2510	103	3010	石家庄谈固南大街	石家庄市谈固南大街	谈固南大街
data	HousingNeighborhood	HN05660	武汉		南京路	HN05689	HN05650	HN05710	HN05689	HN05650	HN05710	241	3	285	武汉南京路	武汉市南京路
data	HousingNeighborhood	HN05087	成都		二环路东一段							332	26	583	成都二环路东一段	成都市二环路东一段	二环路东一段
data	HousingNeighborhood	HN01476	临沂		北园路							226	10	335	临沂北园路	临沂市北园路
data	HousingNeighborhood	HN03034	北京	海淀区	今日家园	HN03342	HN03411	HN03381	HN03411	HN03342	HN03381	747	109	530	北京今日家园	北京海淀今日家园	北京海淀区今日家园	北京市今日家园	北京市海淀今日家园	北京市海淀区今日家园	海淀今日家园	海淀区今日家园
data	HousingNeighborhood	HN00102	上海	奉贤区	西校	HN01332	HN01251	HN00949	HN01332	HN00131	HN00137	95	18	528	上海西校	上海奉贤西校	上海奉贤区西校	上海市西校	上海市奉贤西校	上海市奉贤区西校	西校	奉贤西校	奉贤区西校
data	HousingNeighborhood	HN01545	北京	东城区	恒基中心	HN02842	HN01581	HN01602	HN02842	HN01581	HN01602	74	3	168	北京东城区恒基中心	北京恒基中心	北京东城恒基中心	北京市东城区恒基中心	北京市恒基中心	北京市东城恒基中心	东城区恒基中心	恒基中心	东城恒基中心
data	HousingNeighborhood	HN06821	石家庄		新苑小区	HN06835			HN06835			52	15	278	石家庄新苑小区	石家庄市新苑小区	新苑小区
data	HousingNeighborhood	HN07058	苏州		苏都花园	HN07026	HN07066	HN07007	HN07066	HN07026	HN06976	730	2	701	苏州苏都花园	苏州市苏都花园	苏都花园
data	HousingNeighborhood	HN03755	北京	门头沟区	平地	HN03335	HN03332	HN03439	HN03335	HN03332	HN03439	15	1	304	北京平地	北京门头沟平地	北京门头沟区平地	北京市平地	北京市门头沟平地	北京市门头沟区平地	平地	门头沟平地	门头沟区平地
data	HousingNeighborhood	HN06950	苏州		东港新村	HN07128	HN07091	HN06939	HN07128	HN07091	HN06939	1804	163	2620	苏州东港新村	苏州市东港新村	东港新村
data	HousingNeighborhood	HN06418	深圳	福田区	八卦二路	HN06673	HN06037	HN06428	HN06673	HN06428	HN06037	660	7	288	深圳八卦二路	深圳福田区八卦二路	深圳福田八卦二路	深圳市八卦二路	深圳市福田区八卦二路	深圳市福田八卦二路	八卦二路	福田区八卦二路	福田八卦二路
data	HousingNeighborhood	HN01926	北京	宣武区	北京物资学院	HN02842	HN02899	HN03644	HN02899	HN02842	HN02903	22	13	170	北京北京物资学院	北京宣武区北京物资学院	北京宣武北京物资学院	北京市北京物资学院	北京市宣武区北京物资学院	北京市宣武北京物资学院	北京物资学院	宣武区北京物资学院	宣武北京物资学院
data	HousingNeighborhood	HN00463	上海	杨浦区	杨浦公园	HN00440	HN00458	HN00477	HN00440	HN00458	HN00477	41	15	149	上海杨浦公园	上海杨浦杨浦公园	上海杨浦区杨浦公园	上海市杨浦公园	上海市杨浦杨浦公园	上海市杨浦区杨浦公园	杨浦公园	杨浦杨浦公园	杨浦区杨浦公园
data	HousingNeighborhood	HN03912	南京	鼓楼区	北圩路	HN03942	HN03910	HN03800	HN03942	HN03910	HN03799	117	13	22	南京北圩路	南京鼓楼北圩路	南京鼓楼区北圩路	南京市北圩路	南京市鼓楼北圩路	南京市鼓楼区北圩路	北圩路	鼓楼北圩路	鼓楼区北圩路
data	HousingNeighborhood	HN03323	北京	海淀区	香山艺墅	HN03335	HN02990	HN03367	HN03335	HN02990	HN03367	12	0	540	北京香山艺墅	北京海淀香山艺墅	北京海淀区香山艺墅	北京市香山艺墅	北京市海淀香山艺墅	北京市海淀区香山艺墅	香山艺墅	海淀香山艺墅	海淀区香山艺墅
data	HousingNeighborhood	HN03899	南京	鼓楼区	金川雅苑	HN03942	HN03933	HN03896	HN03942	HN03933	HN03896	225	6	46	南京金川雅苑	南京鼓楼金川雅苑	南京鼓楼区金川雅苑	南京市金川雅苑	南京市鼓楼金川雅苑	南京市鼓楼区金川雅苑	金川雅苑	鼓楼金川雅苑	鼓楼区金川雅苑
data	HousingNeighborhood	HN01082	上海	闵行区	大上海国际花园	HN00294	HN01156	HN01176	HN00294	HN01191	HN01156	302	89	1335	上海大上海国际花园	上海闵行大上海国际花园	上海闵行区大上海国际花园	上海市大上海国际花园	上海市闵行大上海国际花园	上海市闵行区大上海国际花园	大上海国际花园	闵行大上海国际花园	闵行区大上海国际花园
data	HousingNeighborhood	HN03793	南京	下关区	盐仓桥	HN03942	HN03791	HN03908	HN03942	HN03933	HN03792	76	7	17	南京盐仓桥	南京下关盐仓桥	南京下关区盐仓桥	南京市盐仓桥	南京市下关盐仓桥	南京市下关区盐仓桥	盐仓桥	下关盐仓桥	下关区盐仓桥
data	HousingNeighborhood	HN05645	武汉		中山路	HN05690	HN05662	HN05667	HN05690	HN05662	HN05667	403	19	519	武汉中山路	武汉市中山路
data	HousingNeighborhood	HN01443	东莞		金泽花园	HN01445	HN01451	HN01442	HN01451	HN01445	HN01442	81	2	117	东莞金泽花园	东莞市金泽花园	金泽花园
data	HousingNeighborhood	HN05131	成都		滨江东路	HN05141	HN05101	HN05115	HN05165	HN05141	HN05077	663	6	282	成都滨江东路	成都市滨江东路
data	HousingNeighborhood	HN05198	成都	武侯区	雅典国际社区	HN05175	HN05147	HN05212	HN05212	HN05215	HN05147	51	0	229	成都雅典国际社区	成都武侯雅典国际社区	成都武侯区雅典国际社区	成都市雅典国际社区	成都市武侯雅典国际社区	成都市武侯区雅典国际社区	雅典国际社区	武侯雅典国际社区	武侯区雅典国际社区
data	HousingNeighborhood	HN01780	北京	丰台区	万丰路	HN03342	HN01796	HN03636	HN03342	HN01796	HN03636	91	24	160	北京万丰路	北京丰台万丰路	北京丰台区万丰路	北京市万丰路	北京市丰台万丰路	北京市丰台区万丰路	万丰路	丰台万丰路	丰台区万丰路
data	HousingNeighborhood	HN04032	合肥		安居苑	HN04049	HN04062	HN04063	HN04049	HN04062	HN04063	248	18	2096	合肥安居苑	合肥市安居苑	安居苑
data	HousingNeighborhood	HN02786	北京	朝阳区	东四环中路	HN02838	HN02902		HN02902	HN02838		68	3	21	北京东四环中路	北京朝阳东四环中路	北京朝阳区东四环中路	北京市东四环中路	北京市朝阳东四环中路	北京市朝阳区东四环中路	东四环中路	朝阳东四环中路	朝阳区东四环中路
data	HousingNeighborhood	HN06303	深圳	福田区	海滨广场	HN06673	HN06429	HN06137	HN06673	HN06137	HN06153	1089	117	808	深圳海滨广场	深圳福田区海滨广场	深圳福田海滨广场	深圳市海滨广场	深圳市福田区海滨广场	深圳市福田海滨广场	海滨广场	福田区海滨广场	福田海滨广场
data	HousingNeighborhood	HN04793	广州	天河区	天河路	HN04683	HN04789	HN04774	HN04683	HN04789	HN04822	1373	323	364	广州天河路	广州天河区天河路	广州天河天河路	广州市天河路	广州市天河区天河路	广州市天河天河路	天河路	天河区天河路	天河天河路
data	HousingNeighborhood	HN02535	北京	朝阳区	慧谷根园	HN02899	HN02464	HN02537	HN02899	HN02464	HN03334	36	0	416	北京慧谷根园	北京朝阳慧谷根园	北京朝阳区慧谷根园	北京市慧谷根园	北京市朝阳慧谷根园	北京市朝阳区慧谷根园	慧谷根园	朝阳慧谷根园	朝阳区慧谷根园
data	HousingNeighborhood	HN00021	上海	南汇区	梅花路	HN00720	HN00104	HN00845	HN00720	HN00104	HN00845	179	29	563	上海梅花路	上海南汇梅花路	上海南汇区梅花路	上海市梅花路	上海市南汇梅花路	上海市南汇区梅花路	梅花路	南汇梅花路	南汇区梅花路
data	HousingNeighborhood	HN06895	福州	台江区	工业路	HN06926	HN06893	HN06894	HN06893	HN06926	HN06892	632	34	851	福州台江区工业路	福州工业路	福州台江工业路	福州市台江区工业路	福州市工业路	福州市台江工业路	台江区工业路	工业路	台江工业路
data	HousingNeighborhood	HN01913	北京	大兴区	西王庄	HN03335	HN03338	HN03379	HN03335	HN03424	HN03379	220	33	115	北京西王庄	北京大兴西王庄	北京大兴区西王庄	北京市西王庄	北京市大兴西王庄	北京市大兴区西王庄	西王庄	大兴西王庄	大兴区西王庄
data	HousingNeighborhood	HN03496	北京	石景山区	碣石坪	HN03624	HN03411	HN03511	HN03624	HN03411	HN03511	106	2	59	北京碣石坪	北京石景山碣石坪	北京石景山区碣石坪	北京市碣石坪	北京市石景山碣石坪	北京市石景山区碣石坪	碣石坪	石景山碣石坪	石景山区碣石坪
data	HousingNeighborhood	HN05946	深圳	南山区	现代城华庭	HN06181	HN06009	HN06013	HN06181	HN06009	HN06013	917	16	1390	深圳现代城华庭	深圳南山区现代城华庭	深圳南山现代城华庭	深圳市现代城华庭	深圳市南山区现代城华庭	深圳市南山现代城华庭	现代城华庭	南山区现代城华庭	南山现代城华庭
data	HousingNeighborhood	HN07325	郑州	新郑市	建设路	HN07314	HN07250	HN07294	HN07314	HN07294	HN07259	426	42	762	郑州建设路	郑州新郑市建设路	郑州新郑建设路	郑州市建设路	郑州市新郑市建设路	郑州市新郑建设路	新郑市建设路	新郑建设路
data	HousingNeighborhood	HN04943	广州	白云区	梅花园	HN04683	HN04959	HN04955	HN04955	HN04959	HN04683	1241	46	791	广州梅花园	广州白云梅花园	广州白云区梅花园	广州市梅花园	广州市白云梅花园	广州市白云区梅花园	梅花园	白云梅花园	白云区梅花园
data	HousingNeighborhood	HN04198	天津	南开区	深蓝公寓	HN04227	HN04270	HN04256	HN04227	HN04263	HN04270	23	0	229	天津深蓝公寓	天津南开深蓝公寓	天津南开区深蓝公寓	天津市深蓝公寓	天津市南开深蓝公寓	天津市南开区深蓝公寓	深蓝公寓	南开深蓝公寓	南开区深蓝公寓
data	HousingNeighborhood	HN01180	上海	闵行区	虹梅南路	HN00324	HN00256	HN01189	HN01189	HN00324	HN00256	1820	245	3214	上海虹梅南路	上海闵行虹梅南路	上海闵行区虹梅南路	上海市虹梅南路	上海市闵行虹梅南路	上海市闵行区虹梅南路	虹梅南路	闵行虹梅南路	闵行区虹梅南路
data	HousingNeighborhood	HN03580	北京	西城区	西直门内大街	HN03638	HN03384	HN03621	HN03638	HN03384	HN03621	230	28	136	北京西城区西直门内大街	北京西直门内大街	北京西城西直门内大街	北京市西城区西直门内大街	北京市西直门内大街	北京市西城西直门内大街	西城区西直门内大街	西直门内大街	西城西直门内大街
data	HousingNeighborhood	HN04462	天津	河西区	景兴西里	HN04512	HN04523	HN04521	HN04523	HN04512	HN04504	155	15	584	天津景兴西里	天津河西景兴西里	天津河西区景兴西里	天津市景兴西里	天津市河西景兴西里	天津市河西区景兴西里	景兴西里	河西景兴西里	河西区景兴西里
data	HousingNeighborhood	HN01669	北京	丰台区	嘉园二里	HN01850	HN01805	HN01826	HN01850	HN01826	HN01805	434	87	328	北京嘉园二里	北京丰台嘉园二里	北京丰台区嘉园二里	北京市嘉园二里	北京市丰台嘉园二里	北京市丰台区嘉园二里	嘉园二里	丰台嘉园二里	丰台区嘉园二里
data	HousingNeighborhood	HN00169	上海	徐汇区	华东花苑	HN00342	HN00323		HN00342	HN00323		162	49	274	上海华东花苑	上海徐汇区华东花苑	上海徐汇华东花苑	上海市华东花苑	上海市徐汇区华东花苑	上海市徐汇华东花苑	华东花苑	徐汇区华东花苑	徐汇华东花苑
data	HousingNeighborhood	HN03874	南京	白下区	苜蓿园大街	HN03844	HN03862	HN03861	HN03844	HN03862	HN03856	766	29	335	南京苜蓿园大街	南京白下苜蓿园大街	南京白下区苜蓿园大街	南京市苜蓿园大街	南京市白下苜蓿园大街	南京市白下区苜蓿园大街	苜蓿园大街	白下苜蓿园大街	白下区苜蓿园大街
data	HousingNeighborhood	HN03449	北京	海淀区	西翠路	HN03342	HN03411	HN03381	HN03411	HN03342	HN03381	428	87	688	北京西翠路	北京海淀西翠路	北京海淀区西翠路	北京市西翠路	北京市海淀西翠路	北京市海淀区西翠路	西翠路	海淀西翠路	海淀区西翠路
data	HousingNeighborhood	HN06943	苏州		三元二村	HN07088	HN07150	HN07142	HN07088	HN07142	HN07150	742	102	1114	苏州三元二村	苏州市三元二村	三元二村
data	HousingNeighborhood	HN02545	北京	朝阳区	方丹苑	HN02842	HN02830	HN02809	HN02842	HN01819	HN02809	58	2	50	北京方丹苑	北京朝阳方丹苑	北京朝阳区方丹苑	北京市方丹苑	北京市朝阳方丹苑	北京市朝阳区方丹苑	方丹苑	朝阳方丹苑	朝阳区方丹苑
data	HousingNeighborhood	HN03319	北京	海淀区	首都体育学院	HN03421	HN03379	HN03635	HN03379	HN03421	HN03635	31	14	10	北京首都体育学院	北京海淀首都体育学院	北京海淀区首都体育学院	北京市首都体育学院	北京市海淀首都体育学院	北京市海淀区首都体育学院	首都体育学院	海淀首都体育学院	海淀区首都体育学院
data	HousingNeighborhood	HN07041	苏州		碧波二村	HN07132			HN07132			186	8	824	苏州碧波二村	苏州市碧波二村	碧波二村
data	HousingNeighborhood	HN01542	北京	东城区	小黄庄小区	HN03335	HN02793	HN02861	HN02793	HN03335	HN02861	45	21	53	北京东城区小黄庄小区	北京小黄庄小区	北京东城小黄庄小区	北京市东城区小黄庄小区	北京市小黄庄小区	北京市东城小黄庄小区	东城区小黄庄小区	小黄庄小区	东城小黄庄小区
data	HousingNeighborhood	HN04898	广州	海珠区	江南大道中	HN04904	HN04683	HN04808	HN04904	HN04683	HN04808	469	16	423	广州江南大道中	广州海珠江南大道中	广州海珠区江南大道中	广州市江南大道中	广州市海珠江南大道中	广州市海珠区江南大道中	江南大道中	海珠江南大道中	海珠区江南大道中
data	HousingNeighborhood	HN05488	杭州	西湖区	南都德加	HN05546			HN05546			10	0	407	杭州南都德加	杭州西湖南都德加	杭州西湖区南都德加	杭州市南都德加	杭州市西湖南都德加	杭州市西湖区南都德加	南都德加	西湖南都德加	西湖区南都德加
data	HousingNeighborhood	HN04024	厦门	湖里区	吕岭路	HN04026	HN03977	HN04023	HN03977	HN04026	HN03999	963	22	326	厦门吕岭路	厦门湖里吕岭路	厦门湖里区吕岭路	厦门市吕岭路	厦门市湖里吕岭路	厦门市湖里区吕岭路	吕岭路	湖里吕岭路	湖里区吕岭路
data	HousingNeighborhood	HN05993	深圳	南山区	鸿洲新都	HN06181	HN06037	HN06014	HN06181	HN06037	HN06014	179	7	100	深圳鸿洲新都	深圳南山区鸿洲新都	深圳南山鸿洲新都	深圳市鸿洲新都	深圳市南山区鸿洲新都	深圳市南山鸿洲新都	鸿洲新都	南山区鸿洲新都	南山鸿洲新都
data	HousingNeighborhood	HN00842	上海	浦东新区	耀华路	HN00294	HN00877	HN00816	HN00877	HN00294	HN00717	548	108	677	上海耀华路	上海浦东新区耀华路	上海浦东耀华路	上海市耀华路	上海市浦东新区耀华路	上海市浦东耀华路	耀华路	浦东新区耀华路	浦东耀华路
data	HousingNeighborhood	HN04210	天津	南开区	莹华里	HN04236	HN04190	HN04207	HN04236	HN04207	HN04179	925	29	1411	天津莹华里	天津南开莹华里	天津南开区莹华里	天津市莹华里	天津市南开莹华里	天津市南开区莹华里	莹华里	南开莹华里	南开区莹华里
data	HousingNeighborhood	HN00791	上海	浦东新区	成山路	HN00877	HN00104	HN00717	HN00877	HN00104	HN00717	533	173	1670	上海成山路	上海浦东新区成山路	上海浦东成山路	上海市成山路	上海市浦东新区成山路	上海市浦东成山路	成山路	浦东新区成山路	浦东成山路
data	HousingNeighborhood	HN07155	苏州	昆山市	御景苑	HN07110	HN07153	HN06987	HN07110	HN07153	HN06987	247	2	285	苏州御景苑	苏州昆山御景苑	苏州昆山市御景苑	苏州市御景苑	苏州市昆山御景苑	苏州市昆山市御景苑	御景苑	昆山御景苑	昆山市御景苑
data	HousingNeighborhood	HN07165	西安	未央区	凤城四路	HN07167	HN07163	HN07164	HN07167	HN07163	HN07164	351	2	202	西安凤城四路	西安未央凤城四路	西安未央区凤城四路	西安市凤城四路	西安市未央凤城四路	西安市未央区凤城四路	凤城四路	未央凤城四路	未央区凤城四路
data	HousingNeighborhood	HN05508	杭州	西湖区	文锦苑	HN05557	HN05558	HN05499	HN05558	HN05557	HN05499	20	2	438	杭州文锦苑	杭州西湖文锦苑	杭州西湖区文锦苑	杭州市文锦苑	杭州市西湖文锦苑	杭州市西湖区文锦苑	文锦苑	西湖文锦苑	西湖区文锦苑
data	HousingNeighborhood	HN02859	北京	朝阳区	安立路	HN02793	HN02360	HN02848	HN02793	HN02360	HN03727	902	67	1742	北京安立路	北京朝阳安立路	北京朝阳区安立路	北京市安立路	北京市朝阳安立路	北京市朝阳区安立路	安立路	朝阳安立路	朝阳区安立路
data	HousingNeighborhood	HN07158	西安	临潼区	康复路	HN07173	HN07172		HN07172	HN07173		194	14	105	西安康复路	西安临潼区康复路	西安临潼康复路	西安市康复路	西安市临潼区康复路	西安市临潼康复路	康复路	临潼区康复路	临潼康复路
data	HousingNeighborhood	HN06365	深圳	福田区	莲花一村	HN06673	HN06429	HN06435	HN06673	HN06429	HN06475	304	33	279	深圳莲花一村	深圳福田区莲花一村	深圳福田莲花一村	深圳市莲花一村	深圳市福田区莲花一村	深圳市福田莲花一村	莲花一村	福田区莲花一村	福田莲花一村
data	HousingNeighborhood	HN01266	上海	青浦区	和睦	HN00294	HN00877	HN01019	HN00877	HN00294	HN01019	47	81	142	上海和睦	上海青浦区和睦	上海青浦和睦	上海市和睦	上海市青浦区和睦	上海市青浦和睦	青浦区和睦	青浦和睦
data	HousingNeighborhood	HN03435	北京	海淀区	莲花池东路	HN01989	HN01988	HN01932	HN01989	HN02206	HN01932	39	18	72	北京莲花池东路	北京海淀莲花池东路	北京海淀区莲花池东路	北京市莲花池东路	北京市海淀莲花池东路	北京市海淀区莲花池东路	莲花池东路	海淀莲花池东路	海淀区莲花池东路
data	HousingNeighborhood	HN06791	珠海		银石雅园	HN06805	HN06800	HN06798	HN06805	HN06798	HN06800	944	12	613	珠海银石雅园	珠海市银石雅园	银石雅园
data	HousingNeighborhood	HN01402	上海	黄浦区	河南南路	HN01410	HN01413	HN01419	HN01410	HN01414	HN01413	904	59	1089	上海河南南路	上海黄浦河南南路	上海黄浦区河南南路	上海市河南南路	上海市黄浦河南南路	上海市黄浦区河南南路	河南南路	黄浦河南南路	黄浦区河南南路
data	HousingNeighborhood	HN04628	宁波	海曙区	荣安佳境							63	20	88	宁波荣安佳境	宁波海曙区荣安佳境	宁波海曙荣安佳境	宁波市荣安佳境	宁波市海曙区荣安佳境	宁波市海曙荣安佳境	荣安佳境	海曙区荣安佳境	海曙荣安佳境
data	HousingNeighborhood	HN02012	北京	崇文区	丽水湾畔家园	HN02074	HN01986	HN01602	HN02074	HN01986	HN01602	16	16	61	北京丽水湾畔家园	北京崇文区丽水湾畔家园	北京崇文丽水湾畔家园	北京市丽水湾畔家园	北京市崇文区丽水湾畔家园	北京市崇文丽水湾畔家园	丽水湾畔家园	崇文区丽水湾畔家园	崇文丽水湾畔家园
data	HousingNeighborhood	HN04447	天津	河西区	实验中学	HN04508	HN04538	HN04528	HN04508	HN04528	HN04538	66	2	57	天津实验中学	天津河西实验中学	天津河西区实验中学	天津市实验中学	天津市河西实验中学	天津市河西区实验中学	河西实验中学	河西区实验中学
data	HousingNeighborhood	HN05122	成都		武侯大道	HN05171	HN05094	HN05154	HN05094	HN05171	HN05084	615	35	3140	成都武侯大道	成都市武侯大道	武侯大道
data	HousingNeighborhood	HN00439	上海	杨浦区	双阳路	HN00437	HN00440	HN00458	HN00437	HN00440	HN00458	95	5	263	上海双阳路	上海杨浦双阳路	上海杨浦区双阳路	上海市双阳路	上海市杨浦双阳路	上海市杨浦区双阳路	双阳路	杨浦双阳路	杨浦区双阳路
data	HousingNeighborhood	HN02220	北京	昌平区	邓庄	HN03335	HN03332	HN03409	HN03335	HN03409	HN03332	111	6	0	北京邓庄	北京昌平区邓庄	北京昌平邓庄	北京市邓庄	北京市昌平区邓庄	北京市昌平邓庄	邓庄	昌平区邓庄	昌平邓庄
data	HousingNeighborhood	HN02521	北京	朝阳区	建国公寓	HN02842	HN01609	HN01602	HN02842	HN01609	HN01602	37	61	0	北京建国公寓	北京朝阳建国公寓	北京朝阳区建国公寓	北京市建国公寓	北京市朝阳建国公寓	北京市朝阳区建国公寓	建国公寓	朝阳建国公寓	朝阳区建国公寓
data	HousingNeighborhood	HN05381	杭州	下城区	孩儿巷	HN05379	HN05383	HN05375	HN05379	HN05383	HN05375	781	8	441	杭州孩儿巷	杭州下城区孩儿巷	杭州下城孩儿巷	杭州市孩儿巷	杭州市下城区孩儿巷	杭州市下城孩儿巷	孩儿巷	下城区孩儿巷	下城孩儿巷
data	HousingNeighborhood	HN01344	上海	黄浦区	宏泰公寓	HN01308	HN01393	HN00078	HN01393	HN01308	HN00078	86	2	113	上海宏泰公寓	上海黄浦宏泰公寓	上海黄浦区宏泰公寓	上海市宏泰公寓	上海市黄浦宏泰公寓	上海市黄浦区宏泰公寓	宏泰公寓	黄浦宏泰公寓	黄浦区宏泰公寓
data	HousingNeighborhood	HN05188	成都	武侯区	和贵时代巢	HN05139	HN05115	HN05165	HN05139	HN05165	HN05077	358	1	442	成都和贵时代巢	成都武侯和贵时代巢	成都武侯区和贵时代巢	成都市和贵时代巢	成都市武侯和贵时代巢	成都市武侯区和贵时代巢	和贵时代巢	武侯和贵时代巢	武侯区和贵时代巢
data	HousingNeighborhood	HN01386	上海	黄浦区	南车站路	HN01413	HN01419	HN01376	HN01413	HN01419	HN01376	62	15	104	上海南车站路	上海黄浦南车站路	上海黄浦区南车站路	上海市南车站路	上海市黄浦南车站路	上海市黄浦区南车站路	南车站路	黄浦南车站路	黄浦区南车站路
